data_layer,source_workbook,source_sheet,source_row_number,source_header_row_number,DRNumber,DRDate,AREA,Product,Qty,ContractPrice,TOTAL CP,Discount,TotalCP,TransferPrice,Total TP,Net Income,column_13
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8233,5,19953,2019-06-19,Cam Norte,RESPINAL 500mg,13,1800,23400,0,23400,426.56,5545.28,17854.72,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8234,5,19954,2019-06-21,Cam Norte,EVAPROST 250mcg/ml,2,5500,11000,0,11000,3575,7150,3850,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8235,5,19955,2019-06-26,Cam Norte,ISORANE 100% V/V 100ml,2,3000,6000,0,6000,1250,2500,3500,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8236,5,19956,2019-06-21,Cam Norte,SPEEDA,20,7500,150000,0,150000,840,16800,133200,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8237,5,19957,2019-06-26,Cam Norte,DULAX 3.35mg,10,230,2300,0,2300,98,980,1320,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8238,5,19958,2019-07-02,Cam Norte,OMCARE 40mg,0.5,9200,4600,0,4600,391.3,195.65,4404.35,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8239,5,19959,2019-07-02,Cam Norte,BUPAIN HEAVY 5MG/80MG 4ML,1,5850,5850,0,5850,1400,1400,4450,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8240,5,19960,2019-07-02,Cam Norte,JAGAPLEX TAB,2,1185,2370,0,2370,263.3333333333333,526.6666666666666,1843.3333333333335,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8241,5,19960,2019-07-02,Cam Norte,CINNABLOC 25mg,3,500,1500,0,1500,133,399,1101,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8242,5,19961,2019-07-03,Cam Norte,ALGICAP 500mg CAP,1,800,800,0,800,227.5,227.5,572.5,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8243,5,19961,2019-07-03,Cam Norte,JAGAPLEX TAB,2,1185,2370,0,2370,263.3333333333333,526.6666666666666,1843.3333333333335,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8244,5,19962,2019-07-04,Cam Norte,VONWELT TRANEXAMIC ACID,1,1500,1500,0,1500,320,320,1180,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8245,5,19962,2019-07-04,Cam Norte,TRIVASC 35mg MR,2,1425,2850,0,2850,490,980,1870,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8246,5,19963,2019-07-15,BICOL,ZINC VITA SYRUP,426,66,28116,0,28116,18.3,7795.8,20320.2,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8247,5,19963,2019-07-15,BICOL,MYREVIT 100MG 60ml SYRU[,520,55,28600,0,28600,13,6760,21840,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8248,5,19964,2019-07-05,Cam Norte,MONILIASOL 125mg/5ml,6,80,480,0,480,37.025,222.14999999999998,257.85,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8249,5,19964,2019-07-05,Cam Norte,DULAX 3.35mg,6,265,1590,0,1590,98,588,1002,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8250,5,19965,2019-07-05,Cam Norte,SODAMPEN 1g IM/IV,30,135,4050,0,4050,43,1290,2760,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8251,5,19966,2019-07-11,Cam Norte,SOLUNATE 84mg/ml (8.4%),1,12500,12500,0,12500,5319,5319,7181,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8252,5,19967,2019-07-11,Cam Norte,AMPI-1,10,121.5,1215,0,1215,61.35,613.5,601.5,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8253,5,19968,2019-07-11,Cam Norte,AMPI-1,10,121.5,1215,0,1215,61.35,613.5,601.5,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8254,5,19969,2019-07-11,Cam Norte,DULAX 3.35mg,10,230,2300,0,2300,98,980,1320,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8255,5,19970,2019-07-11,Cam Norte,BUPAIN HEAVY 5MG/80MG 4ML,1,5850,5850,0,5850,1400,1400,4450,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8256,5,19971,2019-07-11,Cam Norte,BUPAIN HEAVY 5MG/80MG 4ML,1,5850,5850,0,5850,1400,1400,4450,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8257,5,19972,2019-07-11,Cam Norte,MULTI GROW 120ml,30,160,4800,0,4800,80,2400,2400,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8258,5,19973,2019-07-11,Cam Norte,MULTI GROW 30ml drops,30,116.6666,3499.998,0,3499.998,60,1800,1699.998,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8259,5,19974,2019-07-15,Cam Norte,JAGAPLEX TAB,3,1185,3555,0,3555,263.3333333333333,790,2765,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8260,5,19975,2019-07-18,Cam Norte,BUPIRIGHT 1's VIALS,40,775,31000,0,31000,184,7360,23640,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8261,5,19976,2019-07-12,Cam Norte,SOLUNATE 84mg/ml (8.4%),0.2,12000,2400,0,2400,5319,1063.8,1336.2,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8262,5,19977,2019-07-18,Cam Norte,MONILIASOL 125mg/5ml,10,75,750,0,750,37.025,370.25,379.75,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8263,5,19978,2019-07-18,Cam Norte,EVAPROST 125mcg/ml,2,5500,11000,0,11000,1872,3744,7256,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8264,5,19979,2019-07-19,Cam Norte,JAGAPLEX TAB,2,1185,2370,0,2370,263.3333333333333,526.6666666666666,1843.3333333333335,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8265,5,19980,2019-07-22,Cam Norte,BUPIRIGHT 1's VIALS,14,464.2857,6499.9998000000005,0,6499.9998000000005,184,2576,3923.9998000000005,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8266,5,19981,2019-07-22,Cam Norte,DULAX 3.35mg,10,230,2300,0,2300,98,980,1320,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8267,5,19982,2019-07-23,Cam Norte,JAGAPLEX TAB,2,850,1700,0,1700,263.3333333333333,526.6666666666666,1173.3333333333335,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8268,5,19983,2019-07-29,Cam Norte,JAGA 300MG/100MG/100MCG,1,1200,1200,0,1200,530,530,670,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8269,5,19983,2019-07-29,Cam Norte,LACTAMOX 500mg/125mg TAB,1,2820,2820,0,2820,1173.2,1173.2,1646.8,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8270,5,19983,2019-07-29,Cam Norte,JAGAPLEX TAB,2,1185,2370,0,2370,263.3333333333333,526.6666666666666,1843.3333333333335,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8271,5,19983,2019-07-29,Cam Norte,DOLO JAGA 500mg/50mg/100mg/100mcg,1,1600,1600,0,1600,615,615,985,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8272,5,19984,2019-07-09,Cam Norte,BUPIRIGHT 1's VIALS,30,775,23250,0,23250,184,5520,17730,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8273,5,19985,2019-08-01,Cam Norte,LEIVICLOX 250mg Sus,30,181.3333,5439.999,0,5439.999,65,1950,3489.999,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8274,5,19988,2019-08-02,Cam Norte,MONILIASOL 500mg,1,780,780,0,780,240,240,540,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8275,5,19988,2019-08-02,Cam Norte,METMIC 500mg,2,750,1500,0,1500,227.5,455,1045,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8276,5,19988,2019-08-02,Cam Norte,ZAFEX 500mg,1,3000,3000,0,3000,1000,1000,2000,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8277,5,19990,2019-08-07,Cam Norte,CLOXANE 500mg CAP,3,1800,5400,0,5400,197.5,592.5,4807.5,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8278,5,19990,2019-08-07,Cam Norte,METMIC 500mg,6,750,4500,0,4500,227.5,1365,3135,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8279,5,19990,2019-08-07,Cam Norte,BROADMETZ 250mg/5ml,12,105,1260,0,1260,39.88,478.56000000000006,781.4399999999999,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8280,5,19990,2019-08-07,Cam Norte,DOLO JAGA 500mg/50mg/100mg/100mcg,2,1600,3200,0,3200,615,1230,1970,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8281,5,19990,2019-08-07,Cam Norte,ALGICAP 50mg/5ml SUS,12,80,960,0,960,24.61,295.32,664.6800000000001,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8282,5,19991,2019-08-18,Cam Norte,TOCINOX,30,120,3600,0,3600,9.5,285,3315,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8283,5,19992,2019-08-10,Cam Norte,DIFLOSID 75mg/3ml,10,1200,12000,0,12000,142.25,1422.5,10577.5,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8284,5,19993,2019-08-13,Cam Norte,BUPIRIGHT 1's VIALS,14,464.285714285,6499.99999999,0,6499.99999999,184,2576,3923.99999999,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8285,5,19994,2019-08-13,Cam Norte,SOLUNATE 84mg/ml (8.4%),0.2,12000,2400,0,2400,5319,1063.8,1336.2,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8286,5,19995,2019-08-14,Cam Norte,EVAPROST 250mcg/ml,2,5500,11000,0,11000,3575,7150,3850,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8287,5,19996,2019-08-13,Cam Norte,JAGAPLEX TAB,2,1185,2370,0,2370,263.3333333333333,526.6666666666666,1843.3333333333335,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8288,5,19996,2019-08-13,Cam Norte,CINNABLOC 25mg,2,500,1000,0,1000,133,266,734,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8289,5,19996,2019-08-13,Cam Norte,TRIVASC 35mg MR,2,1425,2850,0,2850,490,980,1870,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8290,5,19997,2019-08-16,Cam Norte,CLOXANE 500mg CAP,2,1800,3600,0,3600,197.5,395,3205,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8291,5,19997,2019-08-16,Cam Norte,VONWELT TRANEXAMIC ACID,2,1500,3000,0,3000,320,640,2360,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8292,5,19998,2019-08-23,Cam Norte,VONWELT TRANEXAMIC ACID,2,1500,3000,0,3000,320,640,2360,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8293,5,19998,2019-08-23,Cam Norte,RESPINAL 500mg,3,1800,5400,0,5400,426.56,1279.68,4120.32,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8294,5,19998,2019-08-23,Cam Norte,METMIC 500mg,1,750,750,0,750,227.5,227.5,522.5,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8295,5,19999,2019-08-27,Cam Norte,BUPIRIGHT 1's VIALS,14,464.28571,6499.99994,0,6499.99994,184,2576,3923.9999399999997,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8296,5,20000,2019-08-28,Cam Norte,SOLUNATE 84mg/ml (8.4%),0.2,12000,2400,0,2400,5319,1063.8,1336.2,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8297,5,20001,2019-06-18,BATANGAS,VICEPHRIN 100mg/ml,20,105,2100,0,2100,34.22,684.4,1415.6,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8298,5,20002,2019-06-18,BATANGAS,ARTAL-H 50mg/12.5mg,1,3000,3000,0,3000,94,94,2906,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8299,5,20003,2019-06-18,BATANGAS,ARTAL-H 50mg/12.5mg,1,3000,3000,0,3000,94,94,2906,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8300,5,20004,2019-06-18,BATANGAS,TRIVASC 35mg MR,3,1500,4500,0,4500,490,1470,3030,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8301,5,20005,2019-06-18,BATANGAS,SOLVASC 5MG,1,1200,1200,0,1200,383.93,383.93,816.0699999999999,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8302,5,20006,2019-06-18,BATANGAS,SOLVASC 5MG,1,1200,1200,0,1200,383.93,383.93,816.0699999999999,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8303,5,20007,2019-06-18,BATANGAS,ARTAL-H 50mg/12.5mg,1,3000,3000,0,3000,94,94,2906,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8304,5,20008,2019-06-25,BATANGAS,LACTAMOX 125mg/31.25mg/5ml,12,210,2520,0,2520,102.64999999999999,1231.8,1288.2,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8305,5,20008,2019-06-25,BATANGAS,CEFZIME 750mg,5,3000,15000,0,15000,765,3825,11175,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8306,5,20008,2019-06-25,BATANGAS,LACTAMOX 250mg/62.5mg/5ml,12,360,4320,0,4320,129.7,1556.3999999999999,2763.6000000000004,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8307,5,20009,2019-06-25,BATANGAS,AMBIDAZOL 125MG SUS,45,28,1260,0,1260,16.5,742.5,517.5,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8308,5,20009,2019-06-25,BATANGAS,CATAMED 75MCG TAB,5,1700,8500,0,8500,590,2950,5550,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8309,5,20009,2019-06-25,BATANGAS,BIOGIC 250MG SUS,150,15,2250,0,2250,10.625,1593.75,656.25,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8310,5,20009,2019-06-25,BATANGAS,CLOXANE 500mg CAP,18,400,7200,0,7200,197.5,3555,3645,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8311,5,20010,2019-06-25,BATANGAS,LOZAK 100MG TAB,5,700,3500,0,3500,4.95,24.75,3475.25,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8312,5,20010,2019-06-25,BATANGAS,PROMINE 25mg/ml,1,350,350,0,350,79,79,271,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8313,5,20010,2019-06-25,BATANGAS,XYCLOVIRAX 400MG TAB,4,240,960,0,960,195,780,180,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8314,5,20010,2019-06-25,BATANGAS,HYLAZINE 20mg,3,1600,4800,0,4800,238.33333333333334,715,4085,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8315,5,20011,2019-06-25,BATANGAS,METOCLOR 10mg/2ml AMP,400,70,28000,0,28000,22.123333333333335,8849.333333333334,19150.666666666664,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8316,5,20011,2019-06-25,BATANGAS,HYOSAPH 10MG TAB,4,590,2360,0,2360,318.3333333333333,1273.3333333333333,1086.6666666666667,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8317,5,20011,2019-06-25,BATANGAS,HYPHEN 50MG AMP,58,960,55680,0,55680,76.6075,4443.235,51236.765,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8318,5,20012,2019-06-27,BATANGAS,CINNABLOC 25mg,3,550,1650,0,1650,133,399,1251,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8319,5,20012,2019-06-27,BATANGAS,CINNABLOC 75mg,10,176,1760,0,1760,40,400,1360,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8320,5,20012,2019-06-27,BATANGAS,VITASTRONG SOFTGEL,2,2530,5060,0,5060,890,1780,3280,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8321,5,20013,2019-06-27,BATANGAS,LACTAMOX 500mg/125mg TAB,1,3360,3360,0,3360,1173.2,1173.2,2186.8,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8322,5,20014,2019-06-27,BATANGAS,LACTAMOX 500mg/125mg TAB,1,3360,3360,0,3360,1173.2,1173.2,2186.8,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8323,5,20015,2019-06-27,BATANGAS,ALGICAP 500mg CAP,1,800,800,0,800,227.5,227.5,572.5,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8324,5,20016,2019-06-27,BATANGAS,ALGICAP 500mg CAP,1,800,800,0,800,227.5,227.5,572.5,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8325,5,20017,2019-06-27,BATANGAS,ALGICAP 50mg/5ml SUS,3,77,231,0,231,24.61,73.83,157.17000000000002,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8326,5,20017,2019-06-27,BATANGAS,TERMAGEN 100mg/ml,6,53,318,0,318,29.179999999999996,175.07999999999998,142.92000000000002,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8327,5,20018,2019-07-02,BATANGAS,GIAN ZINC 120ml,16,187,2992,0,2992,75,1200,1792,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8328,5,20018,2019-07-02,BATANGAS,JAGAPLEX SYR 120ml,10,160,1600,0,1600,53.85,538.5,1061.5,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8329,5,20019,2019-07-02,BATANGAS,JAGA 300MG/100MG/100MCG,2,1600,3200,0,3200,530,1060,2140,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8330,5,20020,2019-07-02,BATANGAS,JAGA 300MG/100MG/100MCG,2,1600,3200,0,3200,530,1060,2140,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8331,5,20021,2019-07-02,BATANGAS,MONILIASOL 500mg,2,1200,2400,0,2400,240,480,1920,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8332,5,20022,2019-07-02,BATANGAS,FERGLOBIN FA 60mg/400mcg,2,1200,2400,0,2400,250,500,1900,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8333,5,20023,2019-07-02,BATANGAS,FERGLOBIN FA 60mg/400mcg,2,1200,2400,0,2400,250,500,1900,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8334,5,20024,2019-07-02,BATANGAS,HISTARIL 1mg/50mg/5ml SYR,12,105,1260,0,1260,24.47,293.64,966.36,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8335,5,20025,2019-07-02,BATANGAS,BERCEF 250mg/5ml SUS,10,400,4000,0,4000,148,1480,2520,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8336,5,20026,2019-07-02,BATANGAS,BERCEF 250mg/5ml SUS,10,400,4000,0,4000,148,1480,2520,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8337,5,20027,2019-07-02,BATANGAS,VOXOLL 15mg/5ml SYR,12,75,900,0,900,23,276,624,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8338,5,20028,2019-07-02,BATANGAS,CLAVIC 500mg/125mg,2,3600,7200,0,7200,1189.86,2379.72,4820.280000000001,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8339,5,20029,2019-07-02,BATANGAS,CLAVIC 500mg/125mg,2,3600,7200,0,7200,1189.86,2379.72,4820.280000000001,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8340,5,20030,2019-07-02,BATANGAS,CLAVIC 500mg/125mg,1,3600,3600,0,3600,1189.86,1189.86,2410.1400000000003,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8341,5,20031,2019-07-02,BATANGAS,DOLO JAGA 500mg/50mg/100mg/100mcg,1,1800,1800,0,1800,615,615,1185,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8342,5,20032,2019-07-02,BATANGAS,DOLO JAGA 500mg/50mg/100mg/100mcg,1,1800,1800,0,1800,615,615,1185,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8343,5,20033,2019-07-02,BATANGAS,CORSTAPH 500mg,1,1650,1650,0,1650,435,435,1215,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8344,5,20034,2019-07-02,BATANGAS,CORSTAPH 500mg,1,1650,1650,0,1650,435,435,1215,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8345,5,20036,2019-07-02,BATANGAS,OMEPZOL 20mg,2,3000,6000,0,6000,96,192,5808,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8346,5,20037,2019-07-02,BATANGAS,FLACOXTO 200mg,1,2500,2500,0,2500,218,218,2282,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8347,5,20038,2019-07-02,BATANGAS,FLACOXTO 200mg,1,2500,2500,0,2500,218,218,2282,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8348,5,20039,2019-07-02,BATANGAS,LACTAMOX 250mg/62.5mg/5ml,16,360,5760,0,5760,129.7,2075.2,3684.8,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8349,5,20040,2019-07-02,BATANGAS,VITAKIDS 120ml,16,160,2560,0,2560,48.65,778.4,1781.6,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8350,5,20041,2019-07-02,BATANGAS,ZEGECEF 250mg/5ml SUS,12,400,4800,0,4800,139.45,1673.3999999999999,3126.6000000000004,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8351,5,20042,2019-07-02,BATANGAS,VICEPHRIN 250mg/5ml,12,180,2160,0,2160,53.025,636.3,1523.7,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8352,5,20043,2019-07-02,BATANGAS,VICEPHRIN 100mg/ml,12,96,1152,0,1152,34.22,410.64,741.36,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8353,5,20044,2019-07-02,BATANGAS,TERMAGEN 250mg/5ml,12,80,960,0,960,23.45,281.4,678.6,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8354,5,20045,2019-07-02,BATANGAS,ALGICAP 50mg/5ml SUS,10,84,840,0,840,24.61,246.1,593.9,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8355,5,20046,2019-07-09,BATANGAS,ZELEX 200mg,2,2250,4500,0,4500,750,1500,3000,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8356,5,20047,2019-07-09,BATANGAS,DOLO JAGA 500mg/50mg/100mg/100mcg,2,1800,3600,0,3600,615,1230,2370,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8357,5,20047,2019-07-09,BATANGAS,ALGICAP 500mg CAP,3,800,2400,0,2400,227.5,682.5,1717.5,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8358,5,20047,2019-07-09,BATANGAS,ROCIN 150,6,1950,11700,0,11700,660,3960,7740,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8359,5,20048,2019-07-12,BATANGAS,DECSON 8MG/2ML,6,600,3600,0,3600,100,600,3000,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8360,5,20049,2019-07-12,BATANGAS,ZEGECEF 250mg/5ml SUS,6,266.66667,1600.00002,0,1600.00002,139.45,836.6999999999999,763.30002,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8361,5,20049,2019-07-12,BATANGAS,HISTARIL 1mg/50mg/5ml SYR,12,53.3333,639.9996,0,639.9996,24.47,293.64,346.3596,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8362,5,20049,2019-07-12,BATANGAS,VOXOLL 15mg/5ml SYR,12,40,480,0,480,23,276,204,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8363,5,20050,2019-07-17,BATANGAS,ARTAL-H 50mg/12.5mg,1,2800,2800,0,2800,94,94,2706,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8364,5,20051,2019-06-17,Admin,Cardizar 50mg,1,428.58,428.58,214.29,214.29,142.86,142.86,71.42999999999998,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8365,5,20052,2019-06-17,Admin,Hyclens 0.2% Wound Spray 60ml,2,229.32,458.64,0,458.64,128.796,257.592,201.048,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8366,5,20053,2019-06-17,Admin,REVITAPLEX TAB,1,288,288,144,144,105,105,39,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8367,5,20053,2019-06-17,Admin,ANGEL-50 50mg,1,375,375,187.5,187.5,122,122,65.5,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8368,5,20054,2019-06-17,Admin,GLOVES (M) - GLOMED,1,450,450,0,450,146.66666666666666,146.66666666666666,303.33333333333337,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8369,5,20055,2019-06-17,Admin,Vonwelt  Ascorbic Acid (Generics) 500mg,1,177,177,88.5,88.5,59,59,29.5,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8370,5,20056,2019-06-17,Admin,ANGEL-50 50mg,2,375,750,375,375,122,244,131,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8371,5,20058,2019-06-17,Admin,FORTIPLEX,1,1185,1185,592.5,592.5,395,395,197.5,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8372,5,20059,2019-06-19,Admin,CO-AMOXICARE 500MG/125MG TAB,2,327,654,0,654,121.82714285714285,243.6542857142857,410.3457142857143,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8373,5,20059,2019-06-19,Admin,VONWELT Prednisone 10mg,2,156,312,0,312,,,312,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8374,5,20059,2019-06-19,Admin,VONWELT TRANEXAMIC ACID,1,495,495,0,495,320,320,175,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8375,5,20060,2019-06-20,Hospital,EVAPROST 125mcg/ml,3,3960,11880,0,11880,1872,5616,6264,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8376,5,20061,2019-06-21,Admin,NATURALLE,3,3136,9408,2822.4,6585.6,869,2607,3978.6000000000004,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8377,5,20061,2019-06-21,Admin,VONWELT TRANEXAMIC ACID,2,2100,4200,1260,2940,320,640,2300,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8378,5,20062,2019-06-21,Admin,GLOVES MEDIUM POWDERED,3,390,1170,0,1170,,,1170,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,8379,5,20063,2019-06-21,Admin,MAXXIVIT PLUS,7,857.142857142,5999.999999994,0,5999.999999994,440,3080,2919.999999994,
